GISJOIN_ZCTA,COUNTYFP10,STATEFP10,ZCTA5CE10,GISJOIN_CBSA,p_overlap,urban,GISJOIN_county,YEAR,tot_hh,p20_hh_state,p80_hh_state,p20_cutoff_state,p80_cutoff_state,p20_static,p80_static,threshold_bin_p20_state,threshold_bin_p80_state,poor_income_static,rich_income_static,static_ice_income,poor,rich,ice_income,poor_black_static,rich_white_static,static_ice_race,poor_black,rich_white,ice_race,tot_pop,med_hh_inc,p_nh_white,p_nh_black,p_nh_ai,p_nh_asian,p_hisp,p_no_hs,p_ling_iso,p_pov,p_rent_occ,pop_density
G54488,019,55,54488,G48140,48.63235597735016,0,G5500190,2007-2011,13132,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,3007.5,934.5,-0.15785866585440148,3007.5,1883.5,-0.08559244593359731,10,921.5,0.0694106000609199,10,1863.5,0.1411437709412123,1299,45313,93.68745188606621,0,0,0.4618937644341801,4.695919938414165,21.171770972037287,3.255813953488372,22.324865280985374,20.69767441860465,0.012521730243559516
G54490,099,55,54490,NA,NA,NA,G5500990,2007-2011,6789,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1799.5,382.5,-0.20871998821623214,1799.5,903.5,-0.13197820002945942,9,382.5,0.05501546619531595,9,896.5,0.13072617469435852,806,45735,100,0,0,0,0,5.967741935483871,0,7.568238213399504,12.087912087912088,0.0027197218749253765
G54491,041,55,54491,G24580,7.780842547752284,0,G5500410,2007-2011,4021,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1167.5,289,-0.21847799054961453,1167.5,536.5,-0.15692613777667247,0,233,0.05794578463068888,0,450,0.11191245958716738,1533,37841,96.4774951076321,0,0.8480104370515329,0,0.5218525766470972,13.48497156783103,0.5434782608695652,11.125740618828177,13.586956521739129,0.003249263890470593
G54493,019,55,54493,G20740,3.948059761801549e-13,0,G5500190,2007-2011,13132,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,3007.5,934.5,-0.15785866585440148,3007.5,1883.5,-0.08559244593359731,10,921.5,0.0694106000609199,10,1863.5,0.1411437709412123,701,44205,98.43081312410843,0,1.4265335235378032,0,0.14265335235378032,13.493530499075785,0,24.393723252496432,8.945686900958465,0.0024613760843772113
G54498,019,55,54498,NA,NA,NA,G5500190,2007-2011,13132,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,3007.5,934.5,-0.15785866585440148,3007.5,1883.5,-0.08559244593359731,10,921.5,0.0694106000609199,10,1863.5,0.1411437709412123,2238,40357,97.89991063449509,0,0.40214477211796246,0.17873100983020554,0.40214477211796246,24.002849002849004,3.0023094688221708,12.25135623869801,22.632794457274827,0.0070754778212209395
G54499,073,55,54499,G48140,29.7029760579299,0,G5500730,2007-2011,52865,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,8844,7126.5,-0.032488413884422584,8844,13364,0.08550080393455027,0,6917.5,0.13085217062328572,0,12935.5,0.24468930294145466,3115,38883,89.30979133226325,1.4125200642054576,7.09470304975923,0,1.8619582664526484,13.763233878729547,2.764612954186414,14.495225102319237,29.383886255924168,0.010604790171876636
G54501,041,55,54501,G32980,1.4313289073554507,0,G5500410,2007-2011,4021,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1167.5,289,-0.21847799054961453,1167.5,536.5,-0.15692613777667247,0,233,0.05794578463068888,0,450,0.11191245958716738,19858,44722,96.32389968778327,0.6747910162151274,1.6013697250478396,0.09064356934233055,0.7956491086715681,8.022295914767517,0.06605746999889904,12.3765977345942,26.467026312892216,0.019606068313949135
G54511,037,55,54511,G27020,3.489247394863416e-13,0,G5500370,2007-2011,1988,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,493.5,136.5,-0.1795774647887324,493.5,288.5,-0.10311871227364185,0,136.5,0.06866197183098592,0,288.5,0.14512072434607645,1254,41667,93.0622009569378,0,1.674641148325359,0.23923444976076555,1.7543859649122806,8.214676889375685,0,13.397129186602871,5.311355311355311,0.0017148774708992988
G54512,125,55,54512,NA,NA,NA,G5501250,2007-2011,10612,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2512.5,992.5,-0.14323407463249152,2512.5,1791.5,-0.0679419525065963,0,960.5,0.09051074255559743,0,1728.5,0.16288164342254052,1102,41393,98.91107078039929,0,1.0889292196007259,0,0,3.7444933920704844,0,15.272727272727273,12.431444241316271,0.004474623248228311
G54513,069,55,54513,G32980,1.4158882682780498e-12,0,G5500690,2007-2011,12881,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2801.5,1039.5,-0.13679062184612995,2801.5,2398.5,-0.031286390808167065,18,1006.5,0.07674093626271253,18,2357.5,0.18162409750795747,382,41000,99.47643979057592,0,0,0,0.5235602094240838,6.164383561643835,0,12.30366492146597,7.954545454545454,0.0015632678561850078
G54514,003,55,54514,NA,NA,NA,G5500030,2007-2011,6952,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2025.5,401.5,-0.2336018411967779,2025.5,865.5,-0.1668584579976985,8,383,0.05394131185270426,8,805.5,0.11471518987341772,1921,41402,98.02186361270172,0.7287870900572618,0.5205622071837585,0,0.6246746486205101,8.310991957104557,0,14.777542372881355,16.294642857142858,0.003498746438638059
G54515,099,55,54515,NA,NA,NA,G5500990,2007-2011,6789,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1799.5,382.5,-0.20871998821623214,1799.5,903.5,-0.13197820002945942,9,382.5,0.05501546619531595,9,896.5,0.13072617469435852,525,46477,99.04761904761905,0,0,0,0.9523809523809524,11.375661375661375,0,18.54684512428298,3.9301310043668125,0.0024391447168732585
G54517,003,55,54517,NA,NA,NA,G5500030,2007-2011,6952,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2025.5,401.5,-0.2336018411967779,2025.5,865.5,-0.1668584579976985,8,383,0.05394131185270426,8,805.5,0.11471518987341772,137,41875,100,0,0,0,0,2.9197080291970803,0,14.5985401459854,4.705882352941177,6.432125708873812e-4
G54519,125,55,54519,NA,NA,NA,G5501250,2007-2011,10612,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2512.5,992.5,-0.14323407463249152,2512.5,1791.5,-0.0679419525065963,0,960.5,0.09051074255559743,0,1728.5,0.16288164342254052,1196,42619,98.41137123745818,0,0,0.4180602006688963,0,9.583333333333334,0,11.809045226130653,13.122923588039868,0.005216755514359402
G54520,041,55,54520,NA,NA,NA,G5500410,2007-2011,4021,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1167.5,289,-0.21847799054961453,1167.5,536.5,-0.15692613777667247,0,233,0.05794578463068888,0,450,0.11191245958716738,4388,36175,73.31358249772106,0.4329990884229718,19.940747493163173,0.04557885141294439,2.0738377392889698,15.474991607922123,0.5443658138268916,21.082486409832192,29.50462710941753,0.011005068611294614
G54521,041,55,54521,NA,NA,NA,G5500410,2007-2011,4021,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1167.5,289,-0.21847799054961453,1167.5,536.5,-0.15692613777667247,0,233,0.05794578463068888,0,450,0.11191245958716738,7201,41000,95.48673795306208,0.5138175253437022,0.361060963755034,0.29162616303291206,1.472017775308985,8.78390201224847,0.3294892915980231,9.512299161097683,21.14222954420648,0.010747839146294482
G54524,099,55,54524,NA,NA,NA,G5500990,2007-2011,6789,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1799.5,382.5,-0.20871998821623214,1799.5,903.5,-0.13197820002945942,9,382.5,0.05501546619531595,9,896.5,0.13072617469435852,536,40645,94.02985074626866,0.3731343283582089,2.798507462686567,0,1.3059701492537312,13.470319634703195,0,14.17910447761194,16.541353383458645,0.0022237621274792925
G54525,051,55,54525,NA,NA,NA,G5500510,2007-2011,2989,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,887,124.5,-0.25510204081632654,887,322.5,-0.18885915021746402,0,124.5,0.041652726664436264,0,320.5,0.10722649715623954,274,33162,98.90510948905109,0,1.094890510948905,0,0,8.053691275167784,1.5384615384615385,26.642335766423358,27.692307692307693,0.14401687306326988
G54526,107,55,54526,NA,NA,NA,G5501070,2007-2011,6639,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1818,415,-0.21132700707937943,1818,859,-0.1444494652809158,5,413,0.061455038409399004,5,854.5,0.12795601747251092,832,32300,97.11538461538461,0,0.4807692307692308,0.9615384615384616,1.4423076923076923,17.33102253032929,0,24,15.691489361702127,0.002879956306560128
G54527,003,55,54527,NA,NA,NA,G5500030,2007-2011,6952,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2025.5,401.5,-0.2336018411967779,2025.5,865.5,-0.1668584579976985,8,383,0.05394131185270426,8,805.5,0.11471518987341772,1055,33750,94.59715639810426,0.37914691943127965,0.8530805687203791,0.6635071090047393,2.843601895734597,18.733850129198967,0.4,18.71401151631478,15.4,0.001747847480956809
G54529,085,55,54529,NA,NA,NA,G5500850,2007-2011,16985,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,3672,1709.5,-0.11554312628790109,3672,3206.5,-0.027406535178098324,21,1660.5,0.09652634677656756,21,3149,0.18416249632028261,1186,55602,96.03709949409782,0.08431703204047217,0,0,3.794266441821248,9.498956158663884,0,5.902192242833052,9.764918625678119,0.006419123467929901
G54530,099,55,54530,NA,NA,NA,G5500990,2007-2011,6789,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1799.5,382.5,-0.20871998821623214,1799.5,903.5,-0.13197820002945942,9,382.5,0.05501546619531595,9,896.5,0.13072617469435852,799,32344,88.11013767209012,1.0012515644555695,5.131414267834793,1.1264080100125156,3.629536921151439,18,0,18.634423897581794,6.760563380281689,0.0028182737818049242
G54531,085,55,54531,NA,NA,NA,G5500850,2007-2011,16985,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,3672,1709.5,-0.11554312628790109,3672,3206.5,-0.027406535178098324,21,1660.5,0.09652634677656756,21,3149,0.18416249632028261,1471,49271,95.98912304554725,0.3399048266485384,1.1556764106050306,0.4078857919782461,1.9714479945615229,3.2506415739948675,0,8.089734874235214,10.44349070100143,0.0063157282203989374
G54534,003,55,54534,NA,NA,NA,G5500030,2007-2011,6952,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2025.5,401.5,-0.2336018411967779,2025.5,865.5,-0.1668584579976985,8,383,0.05394131185270426,8,805.5,0.11471518987341772,2258,34648,95.17271922054917,1.3728963684676705,0.7528786536758193,0,1.0186005314437556,11.284722222222223,1.5557476231633534,15.164319248826292,30.077787381158167,0.006528076699305272
G54536,051,55,54536,NA,NA,NA,G5500510,2007-2011,2989,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,887,124.5,-0.25510204081632654,887,322.5,-0.18885915021746402,0,124.5,0.041652726664436264,0,320.5,0.10722649715623954,197,36250,94.9238578680203,0,4.060913705583756,0,0,4.411764705882353,0,27.411167512690355,15.053763440860216,0.0015085285056298861
G54537,099,55,54537,NA,NA,NA,G5500990,2007-2011,6789,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1799.5,382.5,-0.20871998821623214,1799.5,903.5,-0.13197820002945942,9,382.5,0.05501546619531595,9,896.5,0.13072617469435852,463,44167,99.13606911447084,0,0,0,0,11.142857142857142,0,5.627705627705628,3.431372549019608,0.0018420808407215376
G54538,051,55,54538,NA,NA,NA,G5500510,2007-2011,2989,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,887,124.5,-0.25510204081632654,887,322.5,-0.18885915021746402,0,124.5,0.041652726664436264,0,320.5,0.10722649715623954,3238,39798,37.43051266213712,0.030883261272390366,45.92340951204447,0,2.8412600370599135,11.326097215667767,0.1529051987767584,22.452130945027797,30.122324159021407,0.00914846145788224
G54539,085,55,54539,NA,NA,NA,G5500850,2007-2011,16985,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,3672,1709.5,-0.11554312628790109,3672,3206.5,-0.027406535178098324,21,1660.5,0.09652634677656756,21,3149,0.18416249632028261,1416,46389,93.4322033898305,3.531073446327684,0.9180790960451978,0,2.11864406779661,4.049586776859504,0.7102272727272727,4.809160305343512,15.340909090909092,0.008537009953564323
G54540,053,26,54540,NA,NA,NA,G2600530,2007-2011,7268,765036.4,3060145.6,22500,87500,20453,100000,4,12,2318,403.5,-0.2634149697303247,2318,835,-0.20404512933406715,0,383,0.0526967528893781,0,807,0.11103467253714915,1143,36250,93.78827646544183,0,0,0,0.7874015748031495,8.34326579261025,0,20.20109689213894,28.246753246753247,0.0043940050278596515
G54541,041,55,54541,NA,NA,NA,G5500410,2007-2011,4021,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1167.5,289,-0.21847799054961453,1167.5,536.5,-0.15692613777667247,0,233,0.05794578463068888,0,450,0.11191245958716738,1453,41713,92.22298692360633,3.3035099793530627,1.9270474879559532,0.5505849965588437,0.8947006194081212,11.460446247464503,0,16.930835734870318,26.508226691042047,0.004092732716009583
G54542,037,55,54542,G27020,40.4718916338104,0,G5500370,2007-2011,1988,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,493.5,136.5,-0.1795774647887324,493.5,288.5,-0.10311871227364185,0,136.5,0.06866197183098592,0,288.5,0.14512072434607645,433,31771,94.22632794457274,0,3.4642032332563506,0,0.23094688221709006,20.971867007672635,0,21.247113163972287,6.763285024154589,6.193929105051114e-4
G54545,051,55,54545,NA,NA,NA,G5500510,2007-2011,2989,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,887,124.5,-0.25510204081632654,887,322.5,-0.18885915021746402,0,124.5,0.041652726664436264,0,320.5,0.10722649715623954,882,43929,100,0,0,0,0,5.748865355521937,0,26.704545454545453,25,0.006424024674293449
G54546,003,55,54546,NA,NA,NA,G5500030,2007-2011,6952,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2025.5,401.5,-0.2336018411967779,2025.5,865.5,-0.1668584579976985,8,383,0.05394131185270426,8,805.5,0.11471518987341772,1297,42368,98.61218195836547,0,0.15420200462606012,0,0,10.421052631578947,0,11.699604743083004,19.298245614035086,0.0022979940811088733
G54547,003,55,54547,NA,NA,NA,G5500030,2007-2011,6952,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2025.5,401.5,-0.2336018411967779,2025.5,865.5,-0.1668584579976985,8,383,0.05394131185270426,8,805.5,0.11471518987341772,1372,34679,99.05247813411079,0,0,0,0,13.303964757709252,1.2465373961218837,11.151603498542274,20.77562326869806,0.0022367152943152304
G54548,085,55,54548,NA,NA,NA,G5500850,2007-2011,16985,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,3672,1709.5,-0.11554312628790109,3672,3206.5,-0.027406535178098324,21,1660.5,0.09652634677656756,21,3149,0.18416249632028261,4657,46992,95.08267124758429,0.3865149237706678,2.5767661584711186,0.1073652566029633,0.7945028988619284,3.8620689655172415,0.4729148753224419,12.440707201379904,12.89767841788478,0.01646804984478675
G54550,051,55,54550,NA,NA,NA,G5500510,2007-2011,2989,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,887,124.5,-0.25510204081632654,887,322.5,-0.18885915021746402,0,124.5,0.041652726664436264,0,320.5,0.10722649715623954,643,43750,100,0,0,0,0,6.425702811244979,0.9868421052631579,9.642301710730948,5.592105263157895,0.008891224438219457
G54552,003,55,54552,NA,NA,NA,G5500030,2007-2011,6952,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2025.5,401.5,-0.2336018411967779,2025.5,865.5,-0.1668584579976985,8,383,0.05394131185270426,8,805.5,0.11471518987341772,4613,43052,97.20355517017126,0.21677866897897247,0,0.21677866897897247,2.1461088228918275,9.693007390562821,0.8307826847398339,11.24220837043633,23.917796239615218,0.004765105313529662
G54554,041,55,54554,NA,NA,NA,G5500410,2007-2011,4021,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1167.5,289,-0.21847799054961453,1167.5,536.5,-0.15692613777667247,0,233,0.05794578463068888,0,450,0.11191245958716738,1266,37917,90.99526066350711,0.1579778830963665,4.107424960505529,0.631911532385466,0,7.699530516431925,0,12.87375415282392,19.90521327014218,0.004961531911821632
G54555,099,55,54555,NA,NA,NA,G5500990,2007-2011,6789,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1799.5,382.5,-0.20871998821623214,1799.5,903.5,-0.13197820002945942,9,382.5,0.05501546619531595,9,896.5,0.13072617469435852,5046,42451,95.46175188267935,0.05945303210463733,0.356718192627824,0.8521601268331352,1.4466904478795084,10.110625160792384,0.12427506213753108,13.424322672642086,22.659486329743164,0.005980178631177928
G54556,099,55,54556,NA,NA,NA,G5500990,2007-2011,6789,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1799.5,382.5,-0.20871998821623214,1799.5,903.5,-0.13197820002945942,9,382.5,0.05501546619531595,9,896.5,0.13072617469435852,1240,37000,95.88709677419355,0,0.6451612903225806,0.7258064516129032,1.0483870967741937,13.78132118451025,0,14.378029079159935,22.084805653710244,0.005336544617488069
G54557,051,55,54557,NA,NA,NA,G5500510,2007-2011,2989,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,887,124.5,-0.25510204081632654,887,322.5,-0.18885915021746402,0,124.5,0.041652726664436264,0,320.5,0.10722649715623954,900,56438,99.55555555555556,0,0,0,0.1111111111111111,3.8847117794486214,0,4,5.664488017429194,0.0030398378689951142
G54558,085,55,54558,NA,NA,NA,G5500850,2007-2011,16985,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,3672,1709.5,-0.11554312628790109,3672,3206.5,-0.027406535178098324,21,1660.5,0.09652634677656756,21,3149,0.18416249632028261,2503,42583,94.2868557730723,2.3971234518577704,1.757890531362365,0,1.238513783459848,10.835579514824797,0,11.533840608730477,20.88388214904679,0.019068464853161986
G54559,003,55,54559,NA,NA,NA,G5500030,2007-2011,6952,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2025.5,401.5,-0.2336018411967779,2025.5,865.5,-0.1668584579976985,8,383,0.05394131185270426,8,805.5,0.11471518987341772,757,30000,56.671070013210034,0,36.85601056803171,1.1889035667107,0.26420079260237783,10.548523206751055,0,27.041499330655956,34.66666666666667,0.002131076258648582
G54560,125,55,54560,NA,NA,NA,G5501250,2007-2011,10612,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2512.5,992.5,-0.14323407463249152,2512.5,1791.5,-0.0679419525065963,0,960.5,0.09051074255559743,0,1728.5,0.16288164342254052,545,41250,95.59633027522936,0.9174311926605505,0,3.302752293577982,0,9.710743801652892,1.3468013468013467,16.51376146788991,25.925925925925924,0.005207405078293833
G54561,125,55,54561,NA,NA,NA,G5501250,2007-2011,10612,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2512.5,992.5,-0.14323407463249152,2512.5,1791.5,-0.0679419525065963,0,960.5,0.09051074255559743,0,1728.5,0.16288164342254052,13,2499,100,0,0,0,0,0,0,61.53846153846154,0,2.675610874079402e-4
G54562,041,55,54562,NA,NA,NA,G5500410,2007-2011,4021,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1167.5,289,-0.21847799054961453,1167.5,536.5,-0.15692613777667247,0,233,0.05794578463068888,0,450,0.11191245958716738,1869,41335,97.64579989299091,0,0.37453183520599254,0.2140181915462814,0,8.868299139642621,0,9.239130434782608,6.602768903088392,0.004293978603854282
G54563,107,55,54563,NA,NA,NA,G5501070,2007-2011,6639,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1818,415,-0.21132700707937943,1818,859,-0.1444494652809158,5,413,0.061455038409399004,5,854.5,0.12795601747251092,679,45694,99.55817378497791,0,0,0.29455081001472755,0.14727540500736377,13.131313131313133,0,9.867452135493373,14.61794019933555,0.006212963058037428
G54564,069,55,54564,G32980,33.79109704157281,0,G5500690,2007-2011,12881,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2801.5,1039.5,-0.13679062184612995,2801.5,2398.5,-0.031286390808167065,18,1006.5,0.07674093626271253,18,2357.5,0.18162409750795747,391,30809,99.48849104859335,0,0.5115089514066496,0,0,17.647058823529413,0,13.881748071979436,2.5380710659898478,8.394074457043418e-4
G54565,003,55,54565,NA,NA,NA,G5500030,2007-2011,6952,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2025.5,401.5,-0.2336018411967779,2025.5,865.5,-0.1668584579976985,8,383,0.05394131185270426,8,805.5,0.11471518987341772,102,45750,100,0,0,0,0,32.29166666666667,0,0.9803921568627451,5.172413793103448,3.818686819115324e-4
G54566,041,55,54566,G24580,1.1234026672821147e-12,0,G5500410,2007-2011,4021,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1167.5,289,-0.21847799054961453,1167.5,536.5,-0.15692613777667247,0,233,0.05794578463068888,0,450,0.11191245958716738,1447,37679,79.54388389771941,0,18.106427090532133,0,0.7601935038009675,15.974440894568689,0,19.637883008356546,27.602523659305994,0.004183690529341046
G54568,085,55,54568,NA,NA,NA,G5500850,2007-2011,16985,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,3672,1709.5,-0.11554312628790109,3672,3206.5,-0.027406535178098324,21,1660.5,0.09652634677656756,21,3149,0.18416249632028261,5095,40772,95.28949950932287,0.019627085377821395,2.100098135426889,0.45142296368989204,1.8449460255152108,8.16542948038176,0,10.603035143769969,23.203285420944557,0.02197998156876769
G54610,011,55,54610,G40340,8.448743547893126e-13,0,G5500110,2007-2011,5754,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1210,460,-0.13034410844629823,1210,967.5,-0.04214459506430309,0,450.5,0.07829336114007647,0,952,0.1654501216545012,1633,45677,94.61114513165953,0.67360685854255975,0,0.2449479485609308,3.6742192284139623,10.618792971734148,1.7127799736495388,11.607142857142858,21.47562582345191,0.004622395344388894
G54611,053,55,54611,NA,NA,NA,G5500530,2007-2011,8145,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1918.5,605.5,-0.16120319214241866,1918.5,1319,-0.07360343769183549,3,589,0.07194597912829957,3,1279.5,0.1567219152854512,1267,59545,92.50197316495658,0,0.5524861878453038,0.3946329913180742,6.3141278610891876,11.961722488038278,2.301255230125523,13.371150729335493,25.94142259414226,0.009036982293943792
G54612,011,55,54612,NA,NA,NA,G5500110,2007-2011,5754,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1210,460,-0.13034410844629823,1210,967.5,-0.04214459506430309,0,450.5,0.07829336114007647,0,952,0.1654501216545012,4925,42829,81.38071065989848,0.6294416243654822,0,0.04060913705583756,17.624365482233504,19.22739244951712,7.783251231527094,15.037282518641259,35.02463054187192,0.012250336117946166
G54613,001,55,54613,NA,NA,NA,G5500010,2007-2011,9168,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2074.5,601.5,-0.1606675392670157,2074.5,1234.5,-0.09162303664921466,25,583.5,0.06091841186736475,25,1211,0.1293630017452007,2079,39792,97.06589706589706,0.0481000481000481,0.2886002886002886,0.48100048100048104,1.875901875901876,16.84005201560468,0,16.160154365653643,18.499486125385406,0.008490577076838382
G54615,053,55,54615,NA,NA,NA,G5500530,2007-2011,8145,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1918.5,605.5,-0.16120319214241866,1918.5,1319,-0.07360343769183549,3,589,0.07194597912829957,3,1279.5,0.1567219152854512,10544,41351,83.72534142640365,3.9169195751138086,8.3649468892261,0.8820182094081943,2.304628224582701,14.455288841994197,0.6372433325466131,16.491458607095925,29.40759971678074,0.01340745786289172
G54616,053,55,54616,NA,NA,NA,G5500530,2007-2011,8145,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1918.5,605.5,-0.16120319214241866,1918.5,1319,-0.07360343769183549,3,589,0.07194597912829957,3,1279.5,0.1567219152854512,2703,40691,98.0392156862745,0,0,0.628930817610063,1.0728819829818719,17.416050085372795,0.5825242718446602,19.90011525163273,20.485436893203886,0.011702512657143069
G54618,057,55,54618,NA,NA,NA,G5500570,2007-2011,10934,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2466.5,908,-0.14253704042436438,2466.5,1843,-0.05702396195353942,12,902,0.08139747576367294,12,1795,0.16306932504115604,2189,48661,96.98492462311557,0.1827318410232983,0,0.31978072179077205,0,11.911357340720222,0,10.128322639780018,16.955017301038062,0.008353028884332004
G54619,063,55,54619,G29100,1.9378213522969447,0,G5500630,2007-2011,45704,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,9808.5,5673.5,-0.090473481533345,9808.5,10512,0.015392525818309119,178,5551,0.11756082618589182,178,10246.5,0.22029800455102397,3798,51932,94.54976303317537,0.07898894154818326,1.474460242232754,0.07898894154818326,2.58030542390732,19.734345351043643,1.3547840812870449,18.435607058203846,18.62828111769687,0.01425308038664814
G54621,123,55,54621,NA,NA,NA,G5501230,2007-2011,11831,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,2715.5,965.5,-0.14791649057560646,2715.5,2097,-0.05227791395486434,9,956,0.08004395232862818,9,2079,0.17496407742371736,1015,49444,100,0,0,0,0,11.079943899018232,1.6055045871559634,8.571428571428571,16.972477064220186,0.010365351738088245
G54622,011,55,54622,G40340,1.4659104441363727e-12,0,G5500110,2007-2011,5754,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1210,460,-0.13034410844629823,1210,967.5,-0.04214459506430309,0,450.5,0.07829336114007647,0,952,0.1654501216545012,2127,47316,98.35448989186648,0,0.37611659614480486,0,1.222378937470616,10.373711340206187,0.3188097768331562,6.497175141242938,13.815090329436769,0.012260909230925673
G54624,005,19,54624,G29100,5.092289868538627e-13,0,G1900050,2007-2011,5860,243827.40000000002,975309.6000000001,22500,87500,20453,100000,4,12,1130,443.5,-0.11715017064846417,1130,953.5,-0.030119453924914677,0,412.5,0.0703924914675768,0,922.5,0.1574232081911263,1375,39750,96.2909090909091,0.4363636363636364,0,0,2.618181818181818,10.967741935483872,0.31695721077654515,15.272727272727273,17.27416798732171,0.007831490980416045
G54625,011,55,54625,NA,NA,NA,G5500110,2007-2011,5754,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1210,460,-0.13034410844629823,1210,967.5,-0.04214459506430309,0,450.5,0.07829336114007647,0,952,0.1654501216545012,278,43333,97.48201438848922,0,0,0.3597122302158274,0,11.442786069651742,0,11.151079136690647,17.543859649122805,0.017017529663091273
G54626,005,19,54626,NA,NA,NA,G1900050,2007-2011,5860,243827.40000000002,975309.6000000001,22500,87500,20453,100000,4,12,1130,443.5,-0.11715017064846417,1130,953.5,-0.030119453924914677,0,412.5,0.0703924914675768,0,922.5,0.1574232081911263,1325,46786,98.49056603773585,0,0,0,1.3584905660377358,8.174692049272117,0,11.346444780635402,15.748031496062993,0.0074937586981487034
G54627,053,55,54627,G29100,1.0565716255611743e-12,0,G5500530,2007-2011,8145,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1918.5,605.5,-0.16120319214241866,1918.5,1319,-0.07360343769183549,3,589,0.07194597912829957,3,1279.5,0.1567219152854512,1816,48843,98.89867841409692,0,0,0.11013215859030838,0.4405286343612335,9.588014981273409,0,9.35412026726058,20.025348542458808,0.008530097189600908
G54628,023,55,54628,NA,NA,NA,G5500230,2007-2011,6785,455947.60000000003,1823790.4000000001,22500,87500,20453,100000,4,12,1732.5,462,-0.18725128960943258,1732.5,985.5,-0.11009579955784819,0,462,0.06809137803979366,0,982.5,0.14480471628592484,983,41400,98.88097660223805,0.20345879959308238,0,0.20345879959308238,0,15.835411471321695,0,9.664292980671414,18.487394957983195,0.005073742506730549
