GISJOIN_ZCTA,COUNTYFP10,STATEFP10,ZCTA5CE10,GISJOIN_CBSA,p_overlap,urban,GISJOIN_county,YEAR,tot_hh,p20_hh_state,p80_hh_state,p20_cutoff_state,p80_cutoff_state,p20_static,p80_static,threshold_bin_p20_state,threshold_bin_p80_state,poor_income_static,rich_income_static,static_ice_income,poor,rich,ice_income,poor_black_static,rich_white_static,static_ice_race,poor_black,rich_white,ice_race,tot_pop,med_hh_inc,p_nh_white,p_nh_black,p_nh_ai,p_nh_asian,p_hisp,p_no_hs,p_ling_iso,p_pov,p_rent_occ,pop_density
G14735,003,36,14735,G40380,7.372410806273664e-14,0,G3600030,2007-2011,18936,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,4889,1515.5,-0.17815272496831433,4889,1515.5,-0.17815272496831433,55,1495.5,0.07607203210815378,55,1495.5,0.07607203210815378,2806,39661,99.03777619387027,0.14255167498218105,0,0.03563791874554526,0.07127583749109052,14.031300593631949,0.3472222222222222,20.260492040520983,24.56597222222222,0.01297079165482867
G14739,003,36,14739,NA,NA,NA,G3600030,2007-2011,18936,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,4889,1515.5,-0.17815272496831433,4889,1515.5,-0.17815272496831433,55,1495.5,0.07607203210815378,55,1495.5,0.07607203210815378,2901,37973,98.62116511547741,0.3791795932437091,0.1034126163391934,0.13788348845225784,0.2757669769045157,18.340611353711793,0.2626970227670753,26.268241834607366,25.21891418563923,0.014140506432479613
G14744,003,36,14744,NA,NA,NA,G3600030,2007-2011,18936,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,4889,1515.5,-0.17815272496831433,4889,1515.5,-0.17815272496831433,55,1495.5,0.07607203210815378,55,1495.5,0.07607203210815378,2086,49792,94.10354745925216,1.486097794822627,0,2.7804410354745923,0.9108341323106425,10.727969348659004,0,12.906220984215414,32.36607142857143,0.04579088116979889
G14754,003,36,14754,G14620,1.4589656297307522e-12,0,G3600030,2007-2011,18936,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,4889,1515.5,-0.17815272496831433,4889,1515.5,-0.17815272496831433,55,1495.5,0.07607203210815378,55,1495.5,0.07607203210815378,642,46806,99.06542056074767,0,0,0,0.9345794392523363,21.030042918454935,1.8315018315018317,15.805946791862285,5.4945054945054945,0.014907936280776742
G14770,003,36,14770,G14620,49.76819928346525,0,G3600030,2007-2011,18936,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,4889,1515.5,-0.17815272496831433,4889,1515.5,-0.17815272496831433,55,1495.5,0.07607203210815378,55,1495.5,0.07607203210815378,3041,49107,98.02696481420585,0.46037487668530086,0.09865175928970733,0,1.4140085498191384,6.273584905660377,0,7.8347107438016526,18.55912294440094,0.03925502299384531
G14774,003,36,14774,NA,NA,NA,G3600030,2007-2011,18936,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,4889,1515.5,-0.17815272496831433,4889,1515.5,-0.17815272496831433,55,1495.5,0.07607203210815378,55,1495.5,0.07607203210815378,228,29375,95.17543859649122,0,0,0,4.824561403508771,15.178571428571427,0,46.49122807017544,40.963855421686745,0.49421277557815446
G14777,003,36,14777,G36460,5.721885086796452e-12,0,G3600030,2007-2011,18936,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,4889,1515.5,-0.17815272496831433,4889,1515.5,-0.17815272496831433,55,1495.5,0.07607203210815378,55,1495.5,0.07607203210815378,590,43333,99.49152542372882,0,0.5084745762711864,0,0,12.31732776617954,0,5.762711864406779,12.012987012987013,0.01489871814464028
G14802,003,36,14802,NA,NA,NA,G3600030,2007-2011,18936,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,4889,1515.5,-0.17815272496831433,4889,1515.5,-0.17815272496831433,55,1495.5,0.07607203210815378,55,1495.5,0.07607203210815378,4374,30547,77.70919067215364,5.601280292638317,0.7315957933241883,8.093278463648835,4.549611339734796,4.146341463414634,0,35.87257617728532,66.16541353383458,1.623492914628467
G14803,003,36,14803,G18500,7.969447972032084,0,G3600030,2007-2011,18936,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,4889,1515.5,-0.17815272496831433,4889,1515.5,-0.17815272496831433,55,1495.5,0.07607203210815378,55,1495.5,0.07607203210815378,974,49271,97.74127310061603,0,0.8213552361396305,0.7186858316221766,0.7186858316221766,3.8699690402476783,0.7246376811594203,12.863070539419086,25.60386473429952,0.015030161963545603
G14804,003,36,14804,G18500,0.015203521974924031,0,G3600030,2007-2011,18936,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,4889,1515.5,-0.17815272496831433,4889,1515.5,-0.17815272496831433,55,1495.5,0.07607203210815378,55,1495.5,0.07607203210815378,1461,54625,96.50924024640656,0,0,1.9164955509924708,1.0951403148528405,5.518553758325404,0.6472491909385114,9.028256374913852,15.372168284789645,0.010079281010924729
G14805,015,36,14805,G21300,6.154772734764657e-12,0,G3600150,2007-2011,35528,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,8773,4365.5,-0.12405708173834722,8773,4365.5,-0.12405708173834722,536,4065,0.09933010583201982,536,4065,0.09933010583201982,1038,48508,96.33911368015414,0.5780346820809248,0.3853564547206166,0,0.3853564547206166,5.8171745152354575,0,7.4074074074074066,16.07565011820331,0.014184791366476166
G14806,003,36,14806,G18500,20.67072893355384,0,G3600030,2007-2011,18936,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,4889,1515.5,-0.17815272496831433,4889,1515.5,-0.17815272496831433,55,1495.5,0.07607203210815378,55,1495.5,0.07607203210815378,2330,45375,98.66952789699572,0.5579399141630901,0,0,0.6866952789699571,12.72264631043257,0,19.031141868512112,21.982758620689655,0.013054972887538681
G14812,015,36,14812,G21300,24.69584739697483,0,G3600150,2007-2011,35528,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,8773,4365.5,-0.12405708173834722,8773,4365.5,-0.12405708173834722,536,4065,0.09933010583201982,536,4065,0.09933010583201982,3393,49732,92.77925139994106,3.5366931918656057,0.08841732979664013,0,2.6230474506336576,13.642627468994029,0.564516129032258,12.811387900355871,14.677419354838708,0.01687597069416775
G14813,003,36,14813,NA,NA,NA,G3600030,2007-2011,18936,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,4889,1515.5,-0.17815272496831433,4889,1515.5,-0.17815272496831433,55,1495.5,0.07607203210815378,55,1495.5,0.07607203210815378,2531,41735,95.73291189253258,1.3828526274199922,0.19755037534571318,0.03951007506914263,2.133544053733702,14.806246385193752,0,17.537313432835823,21.88715953307393,0.016026064386280847
G14815,097,36,14815,G18500,26.169685457116742,0,G3600970,2007-2011,7610,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,1399,700,-0.09185282522996058,1399,700,-0.09185282522996058,3,700,0.09159001314060447,3,700,0.09159001314060447,1093,43241,96.24885635864592,3.568161024702653,0,0,0,13.966480446927374,0,18.2067703568161,16.50943396226415,0.02262277203408277
G14818,097,36,14818,NA,NA,NA,G3600970,2007-2011,7610,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,1399,700,-0.09185282522996058,1399,700,-0.09185282522996058,3,700,0.09159001314060447,3,700,0.09159001314060447,1840,44350,98.6413043478261,0,0.16304347826086957,0,0.05434782608695652,9.37019969278034,0,7.554347826086956,5.128205128205128,0.01904563131454213
G14822,003,36,14822,G40380,9.048365907719317,0,G3600030,2007-2011,18936,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,4889,1515.5,-0.17815272496831433,4889,1515.5,-0.17815272496831433,55,1495.5,0.07607203210815378,55,1495.5,0.07607203210815378,1250,37017,97.11999999999999,0,0.24,0.4,2.2399999999999998,15.32349602724177,0.5444646098003629,13.32263242375602,22.867513611615244,0.009721488768537234
G14824,015,36,14824,G21300,26.129780445571065,0,G3600150,2007-2011,35528,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,8773,4365.5,-0.12405708173834722,8773,4365.5,-0.12405708173834722,536,4065,0.09933010583201982,536,4065,0.09933010583201982,775,65536,99.35483870967742,0.12903225806451613,0,0,0.25806451612903225,18.849840255591054,0,10.967741935483872,12.602739726027398,0.013195073332685032
G14837,097,36,14837,G18500,1.9409225713484488,0,G3600970,2007-2011,7610,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,1399,700,-0.09185282522996058,1399,700,-0.09185282522996058,3,700,0.09159001314060447,3,700,0.09159001314060447,5558,48346,95.48398704569989,0.197912918315941,0.3418495861820799,0.4857862540482188,1.925152932709608,18.593840790238232,1.0736944851146901,16.285452881976212,28.84333821376281,0.02647520165442964
G14841,097,36,14841,G42900,22.98158997000303,0,G3600970,2007-2011,7610,1443137.4000000001,5772549.600000001,22500,112500,20453,100000,4,13,1399,700,-0.09185282522996058,1399,700,-0.09185282522996058,3,700,0.09159001314060447,3,700,0.09159001314060447,1003,49167,95.81256231306082,0.09970089730807577,0,0,1.3958125623130608,12.534059945504087,0,3.290129611166501,6.341463414634147,0.019753927913827712
